,TEAM,game_id,HOME,PASSINGYARDS,RUSHINGYARDS,TURNOVERS,THIRDDOWN%,REDZONETD%,PENALTYYARDS,OPPONENTPAG,EPA_per_play,PASS_EPA,RUSH_EPA,SUCCESS_RATE,POINTSSCORED,EPA_per_play_last3,REDZONETD%_last3,POINTSSCORED_last3,OPPONENTPAG_last3
94,CIN,2024_03_WAS_CIN,1,324,124,0,0.6,0.0952380952380952,23,24.5,0.304209767336394,0.390925926171106,0.323579094295565,0.592105263157895,32,0.008959030770829872,0.11688311688311698,17.5,21.961764705882352
99,CIN,2024_04_CIN_CAR,0,232,141,1,0.533333333333333,0.176470588235294,56,30.8235294117647,0.203103926355789,0.289941778381152,0.0443661962304154,0.5,31,0.10737594295935125,0.1096681096681097,22.333333333333332,22.807843137254903
131,CIN,2024_05_BAL_CIN,1,392,71,1,0.5,0.176470588235294,25,20.7368421052632,0.19561817005964,0.562168323720384,-0.251665426476748,0.50561797752809,38,0.187878825421374,0.1208725914608267,29.333333333333332,25.141176470588235
162,CIN,2024_06_CIN_NYG,0,208,121,1,0.333333333333333,0.0,24,24.0588235294118,0.0177290997730945,-0.0160216387519669,0.121299519061318,0.46875,17,0.23431062125060764,0.14939309056956107,33.666666666666664,25.353457172342633
188,CIN,2024_07_CIN_CLE,0,181,59,0,0.153846153846154,0.2,35,25.5882352941176,-0.105824620063471,-0.0632808449320563,-0.361767564342524,0.380281690140845,21,0.13881706539617447,0.11764705882352933,28.666666666666668,25.206398348813234
242,CIN,2024_08_PHI_CIN,1,234,58,2,0.769230769230769,0.133333333333333,0,17.6190476190476,-0.0168576842826541,0.0633088032359739,-0.129414369290891,0.457142857142857,17,0.035840883256421145,0.12549019607843134,25.333333333333332,23.461300309597533
264,CIN,2024_09_LV_CIN,1,251,130,1,0.533333333333333,0.16,51,25.1176470588235,0.113632843158909,0.175416829634252,-0.03115040196431,0.565217391304348,41,-0.034984401524343546,0.11111111111111101,18.333333333333332,22.422035480858998
281,CIN,2024_10_CIN_BAL,0,428,49,1,0.529411764705882,0.157894736842105,61,20.7368421052632,0.169379409107152,0.203903305299902,-0.292462383757083,0.526315789473684,34,-0.0030164870624053894,0.16444444444444437,26.333333333333332,22.774976657329564
308,CIN,2024_11_CIN_LAC,0,356,110,0,0.294117647058824,0.08,70,17.6666666666667,0.0090237347669634,0.121436851715496,0.0645528370537795,0.425742574257426,27,0.08871818932780227,0.15040935672514602,30.666666666666668,21.1578455943781
380,CIN,2024_13_PIT_CIN,1,309,93,3,0.454545454545455,0.235294117647059,86,20.7222222222222,0.0898247435055758,-0.0284392890841138,0.0777568158732416,0.585365853658537,37,0.0973453290110081,0.13263157894736835,34.0,21.173718610251132
398,CIN,2024_14_CIN_DAL,0,369,74,2,0.363636363636364,0.125,71,27.2941176470588,0.125094905119245,0.22989755335001,-0.0417329813250998,0.528735632183908,27,0.08940929579323037,0.15772961816305467,32.666666666666664,19.7085769980507
424,CIN,2024_15_CIN_TEN,0,271,101,3,0.625,0.103448275862069,124,27.0,0.106553811460124,0.212010883842394,0.170559725623417,0.48314606741573,37,0.07464779446392804,0.14676470588235302,30.333333333333332,21.894335511982565
450,CIN,2024_16_CLE_CIN,1,252,116,1,0.363636363636364,0.153846153846154,19,25.5882352941176,0.0341620042373604,0.0898140192768413,0.153291907724148,0.557142857142857,24,0.10715782002831492,0.15458079783637602,33.666666666666664,25.005446623093665
490,CIN,2024_17_DEN_CIN,1,412,115,1,0.470588235294118,0.125,45,18.3888888888889,0.120424419213208,0.251470240485009,-0.0851072829371178,0.576923076923077,24,0.08860357360557646,0.12743147656940768,29.333333333333332,26.627450980392137
518,CIN,2024_18_CIN_PIT,0,277,68,2,0.428571428571429,0.0588235294117647,25,20.7222222222222,0.059108342677566,-0.0285248999472522,-0.0297400932235177,0.534090909090909,19,0.08704674497023078,0.12743147656940768,28.333333333333332,23.659041394335503
6,CLE,2024_01_DAL_CLE,1,169,93,2,0.125,0.181818181818182,90,27.2941176470588,-0.246801869129468,-0.453248166256612,0.215007852196179,0.298969072164948,16,0.07729321172528417,0.139423076923077,24.0,21.988562091503255
40,CLE,2024_02_CLE_JAX,0,186,125,0,0.1875,0.125,117,25.0,0.0489843267902487,0.0346098364957152,0.0071059022086736,0.453488372093023,18,-0.06318872495813004,0.15340909090909102,20.0,22.84150326797385
88,CLE,2024_03_NYG_CLE,1,196,69,2,0.333333333333333,0.25,51,24.0588235294118,-0.254768163770973,-0.424326732472763,-0.250353424638674,0.444444444444444,15,-0.0989087711696097,0.15340909090909102,17.0,26.1470588235294
100,CLE,2024_04_CLE_LV,0,176,92,1,0.272727272727273,0.1,34,25.1176470588235,-0.113695320577549,-0.197781451991094,0.0090663106919102,0.397260273972603,16,-0.1508619020367308,0.1856060606060607,16.333333333333332,25.45098039215687
136,CLE,2024_05_CLE_WAS,0,141,104,1,0.125,0.0714285714285714,55,24.5,-0.194971725082197,-0.396242599530788,-0.163950827496592,0.380952380952381,13,-0.10649305251942447,0.15833333333333335,16.333333333333332,24.725490196078436
164,CLE,2024_06_CLE_PHI,0,168,100,0,0.1875,0.0,80,17.6190476190476,-0.0703315556749708,0.0541423240145317,-0.104048295288099,0.426666666666667,13,-0.18781173647690638,0.1404761904761905,14.666666666666666,24.558823529411768
189,CLE,2024_07_CIN_CLE,1,277,77,2,0.428571428571429,0.153846153846154,82,24.4117647058824,-0.187340260095168,-0.209846235094069,0.00257289108944,0.357142857142857,12,-0.1263328671115723,0.057142857142857155,14.0,22.412231559290365
219,CLE,2024_08_BAL_CLE,1,334,80,1,0.5,0.0,30,20.7368421052632,0.11854454955132,0.270444555019655,-0.1336952308751,0.517647058823529,29,-0.150881180284112,0.07509157509157514,12.666666666666666,22.176937441643332
260,CLE,2024_09_LAC_CLE,1,235,79,3,0.333333333333333,0.0666666666666667,30,17.6666666666667,-0.269160970816487,-0.403160044029246,0.0160146789761105,0.431578947368421,9,-0.04637575540627298,0.05128205128205135,18.0,20.92255147673107
310,CLE,2024_11_CLE_NO,0,395,66,0,0.214285714285714,0.0,30,23.1176470588235,-0.0738271699781737,0.176636022015313,-0.34315297966823,0.4,14,-0.1126522271201117,0.07350427350427358,16.666666666666668,20.9384244926041
350,CLE,2024_12_PIT_CLE,1,219,85,3,0.0833333333333333,0.176470588235294,48,20.7222222222222,-0.0475853823493242,-0.193605714630871,0.226149166712305,0.465753424657534,24,-0.07481453041444695,0.02222222222222225,17.333333333333332,20.507051943584468
362,CLE,2024_13_CLE_DEN,0,497,77,3,0.428571428571429,0.25,46,18.3888888888889,-0.0198950577205079,-0.0377303363477337,-0.124350614623045,0.467289719626168,32,-0.13019117438132835,0.08104575163398692,15.666666666666666,20.502178649237468
400,CLE,2024_14_CLE_PIT,0,212,104,2,0.176470588235294,0.111111111111111,75,20.7222222222222,-0.18525243306098,-0.228122571406369,-0.0462000391655601,0.422222222222222,14,-0.047102536682668644,0.142156862745098,23.333333333333332,20.7429193899782
432,CLE,2024_15_KC_CLE,1,164,139,5,0.333333333333333,0.0,50,20.1,-0.346526772492081,-0.709453151726988,-0.157170504709939,0.452054794520548,7,-0.08424429104360408,0.17919389978213504,23.333333333333332,19.944444444444432
451,CLE,2024_16_CLE_CIN,0,157,148,3,0.307692307692308,0.0833333333333333,57,24.4117647058824,-0.224188584829091,-0.457590526150456,0.0076397298835218,0.36,6,-0.1838914210911897,0.12037037037037035,17.666666666666668,19.73703703703703
504,CLE,2024_17_MIA_CLE,1,170,114,2,0.388888888888889,0.0,95,20.7647058823529,-0.294429535089552,-0.524200801285285,-0.0920009279239769,0.388888888888889,3,-0.25198926346071737,0.06481481481481478,9.0,21.7446623093682
521,CLE,2024_18_CLE_BAL,0,183,56,2,0.352941176470588,0.0909090909090909,72,20.7368421052632,-0.26227737753907,-0.49212235710809,-0.375627031375188,0.351351351351351,10,-0.2883816308035747,0.027777777777777787,5.333333333333333,21.758823529411767
7,DAL,2024_01_DAL_CLE,0,179,102,0,0.266666666666667,0.125,59,25.5882352941176,-0.0382533089966946,-0.190495365587491,0.0050659599013063,0.421686746987952,33,-0.2593090599593215,0.04166666666666668,4.5,22.588235294117652
50,DAL,2024_02_NO_DAL,1,299,68,2,0.428571428571429,0.0,30,23.1176470588235,-0.0759207089482221,-0.241369923356146,-0.0262113288155802,0.470588235294118,19,-0.16634142204312335,0.06250000000000003,18.0,23.176470588235247
65,DAL,2024_03_BAL_DAL,1,379,51,1,0.529411764705882,0.272727272727273,94,20.7368421052632,0.0642147955332181,0.0236950915203762,-0.0551204762559792,0.421052631578947,24,-0.05708700897245841,0.06250000000000003,26.0,24.35294117647055
102,DAL,2024_04_DAL_NYG,0,221,80,0,0.25,0.25,74,24.0588235294118,0.109698123190417,0.391152910263021,-0.025296829200641,0.52112676056338,20,-0.016653074137232906,0.13257575757575768,25.333333333333332,23.14757481940143
138,DAL,2024_05_DAL_PIT,0,352,109,3,0.588235294117647,0.0555555555555556,80,20.7222222222222,0.0979555540038003,0.242665977923337,-0.0706177681461078,0.5,19,0.03266406992513763,0.17424242424242434,21.0,22.637770897832837
166,DAL,2024_06_DET_DAL,1,224,53,5,0.333333333333333,0.0,38,21.0555555555556,-0.274493585531052,-0.681838382199671,-0.161948718086077,0.435294117647059,9,0.09062282424247843,0.19276094276094288,21.0,21.839295952299068
226,DAL,2024_08_DAL_SF,0,243,56,2,0.384615384615385,0.2,58,25.0,0.0257196667137584,0.0231545144145781,-0.109369379903203,0.481012658227848,24,-0.022279969445611624,0.10185185185185187,16.0,21.9455337690632
249,DAL,2024_09_DAL_ATL,0,248,137,0,0.230769230769231,0.153846153846154,56,23.8823529411765,-0.0388280890305156,-0.0941177617480497,0.215048081158394,0.436170212765957,19,-0.05027278827116449,0.08518518518518521,17.333333333333332,22.259259259259267
296,DAL,2024_10_PHI_DAL,1,66,97,5,0.25,0.0,29,17.6190476190476,-0.486668893324677,-0.886233128318789,-0.47175018824869,0.44,6,-0.09586733594926979,0.11794871794871802,17.333333333333332,23.312636165577363
314,DAL,2024_11_HOU_DAL,1,358,64,2,0.3125,0.0,80,20.8421052631579,-0.227284922984031,-0.268676599406935,-0.429618346554119,0.397959183673469,10,-0.16659243854714478,0.11794871794871802,16.333333333333332,22.1671335200747
336,DAL,2024_12_DAL_WAS,0,247,91,1,0.266666666666667,0.0909090909090909,78,24.5,0.0293817925660726,0.258776131151647,-0.425310069189397,0.488636363636364,33,-0.25092730177974126,0.05128205128205135,11.666666666666666,20.781168607794
376,DAL,2024_13_NYG_DAL,1,195,122,0,0.555555555555556,0.111111111111111,73,24.0588235294118,-0.0587068077319989,-0.0755389725851633,-0.220545402314747,0.428571428571429,27,-0.2281906745808785,0.030303030303030318,16.333333333333332,20.987050960735164
399,DAL,2024_14_CIN_DAL,1,183,156,1,0.307692307692308,0.166666666666667,42,24.4117647058824,0.028760489042391,-0.175398999301751,0.199641662163944,0.52,20,-0.08553664604998583,0.06734006734006731,23.333333333333332,23.133642930856567
427,DAL,2024_15_DAL_CAR,0,214,211,1,0.428571428571429,0.25,80,30.8235294117647,0.185864955566383,0.389062754764201,0.0660376205886654,0.551724137931034,30,-0.00018817537451182079,0.12289562289562299,26.666666666666668,24.323529411764735
476,DAL,2024_16_TB_DAL,1,292,31,0,0.333333333333333,0.25,52,21.6666666666667,0.0557209868396068,0.257070710794601,-0.502617512324908,0.435897435897436,26,0.051972878958924974,0.17592592592592604,25.666666666666668,26.43137254901963
488,DAL,2024_17_DAL_PHI,0,148,127,4,0.466666666666667,0.125,40,17.6190476190476,-0.266139625519856,-0.464990000716699,-0.143097653940398,0.426666666666667,7,0.09011547714946022,0.22222222222222235,25.333333333333332,25.6339869281046
542,DAL,2024_18_WAS_DAL,1,244,150,1,0.421052631578947,0.037037037037037,84,24.5,0.043288741222282,-0.0710736796292683,-0.0185338868120029,0.448979591836735,19,-0.00818456103795546,0.20833333333333334,21.0,23.369747899159666
8,DEN,2024_01_DEN_SEA,0,138,99,4,0.263157894736842,0.0588235294117647,15,21.2352941176471,-0.134441029925922,-0.474050591122793,-0.0242443623091095,0.380434782608696,19,-0.10520931934012469,0.18750000000000003,16.5,19.642857142857153
56,DEN,2024_02_PIT_DEN,1,246,64,2,0.166666666666667,0.0,40,20.7222222222222,-0.12320911995335,-0.233103382900802,-0.262617460896236,0.45945945945946,6,-0.20029032772288907,0.09191176470588237,13.0,19.42717086834735
70,DEN,2024_03_DEN_TB,0,216,136,1,0.25,0.105263157894737,40,21.6666666666667,0.0915331877027685,0.0587737562206761,0.118888601039847,0.582278481012658,26,-0.1288250749396361,0.029411764705882377,12.5,20.97875816993465
104,DEN,2024_04_DEN_NYJ,0,60,126,1,0.2,0.25,55,23.0588235294118,-0.236180883667794,-0.63211706264643,0.0143846428730604,0.368421052631579,10,-0.055372320725501245,0.05469556243550058,17.0,21.208061002178667
144,DEN,2024_05_LV_DEN,1,206,109,0,0.25,0.214285714285714,80,25.1176470588235,0.0326363815728506,0.0861860457156182,0.049221494491212,0.481927710843373,34,-0.08928560530612524,0.11842105263157902,14.0,21.815904139433567
174,DEN,2024_06_LAC_DEN,1,216,110,2,0.2,0.5,30,17.6666666666667,-0.048362734822242,-0.0961465829398817,0.0086709025247787,0.492957746478873,13,-0.03733710479739172,0.18984962406015035,23.333333333333332,23.281045751634
190,DEN,2024_07_DEN_NO,0,164,225,1,0.363636363636364,0.142857142857143,32,23.1176470588235,0.0668964112565801,0.044759395995735,0.187639678722673,0.556962025316456,33,-0.08396907897239521,0.32142857142857134,19.0,21.947712418300668
223,DEN,2024_08_CAR_DEN,1,315,102,2,0.647058823529412,0.173913043478261,9,30.8235294117647,0.0601429108568196,0.0959594830297069,-0.0474361869778173,0.482352941176471,28,0.017056686002396154,0.28571428571428564,26.666666666666668,21.9673202614379
251,DEN,2024_09_DEN_BAL,0,225,122,1,0.4,0.0434782608695652,68,20.7368421052632,-0.119890040893492,-0.199008774911114,-0.110783348072738,0.364705882352941,10,0.02622552909705249,0.272256728778468,24.666666666666668,23.86928104575163
282,DEN,2024_10_DEN_KC,0,215,78,0,0.5,0.111111111111111,25,20.1,-0.0135063807968677,0.240510895819241,-0.160451856187275,0.438356164383562,14,0.0023830937399691534,0.12008281573498975,23.666666666666668,24.892672858617132
305,DEN,2024_11_ATL_DEN,1,307,105,0,0.5,0.222222222222222,57,23.8823529411765,0.293851287435426,0.668276713696388,-0.0034493811488993,0.56,38,-0.02441783694451344,0.1095008051529791,17.333333333333332,23.886790505675965
338,DEN,2024_12_DEN_LV,0,273,63,0,0.375,0.142857142857143,42,25.1176470588235,0.0859174388885854,0.193896030802019,-0.263693792687049,0.470588235294118,26,0.05348495524835536,0.1256038647342994,20.666666666666668,21.573065015479898
363,DEN,2024_13_CLE_DEN,1,294,106,2,0.461538461538462,0.1,57,25.5882352941176,0.0893467382095068,0.094224838800806,0.032019723472331,0.517647058823529,41,0.1220874485090478,0.1587301587301587,26.0,23.03333333333333
430,DEN,2024_15_IND_DEN,1,130,72,3,0.333333333333333,0.375,34,24.8823529411765,-0.192703585625055,-0.436047358905387,-0.142005582143611,0.395061728395062,31,0.15637182151117265,0.15502645502645504,35.0,24.8627450980392
452,DEN,2024_16_DEN_LAC,0,263,110,0,0.384615384615385,0.272727272727273,38,17.6666666666667,0.146208078587015,0.169712777739726,0.241061629868844,0.5,24,-0.005813136175654339,0.20595238095238103,32.666666666666664,25.19607843137253
491,DEN,2024_17_DEN_CIN,0,219,123,1,0.333333333333333,0.111111111111111,5,24.4117647058824,0.116942517613782,0.287772287777386,0.0297791282711033,0.472972972972973,24,0.014283743723822198,0.24924242424242435,32.0,22.7124183006536
526,DEN,2024_18_KC_DEN,1,321,158,0,0.666666666666667,0.181818181818182,35,20.1,0.322285153204037,0.895094132207177,0.076066180593833,0.576470588235294,38,0.0234823368585806,0.25294612794612803,26.333333333333332,22.32026143790854
545,DEN,2024_19_DEN_BUF,0,159,79,0,0.2,0.0,10,21.3,-0.124945120448125,-0.157872455665592,-0.0777194590396796,0.491228070175439,7,0.19514524980161127,0.1885521885521887,28.666666666666668,20.7261437908497
16,DET,2024_01_LA_DET,1,217,163,1,0.461538461538462,0.105263157894737,40,21.8947368421053,0.0945644867115612,-0.160281880278835,0.363252142712759,0.558441558441558,20,0.21961383540890939,0.14646464646464655,31.0,22.2558823529412
62,DET,2024_02_TB_DET,1,324,139,2,0.388888888888889,0.0384615384615385,45,21.6666666666667,-0.0832453746121526,-0.182064304427314,0.15987989929703,0.459183673469388,16,0.208424819957799,0.14354066985645955,29.0,20.99736842105265
73,DET,2024_03_DET_ARI,0,199,187,1,0.428571428571429,0.25,30,21.4705882352941,-0.0075119433032396,0.234766091897618,-0.0710658694435728,0.542168674698795,20,0.005659556049704188,0.0718623481781378,18.0,21.780701754386
122,DET,2024_04_SEA_DET,1,299,116,0,0.5,0.238095238095238,57,21.2352941176471,0.336738788859125,0.891932886318748,0.0902894569198208,0.582089552238806,42,0.0012690562653895922,0.13124156545209187,18.666666666666668,21.677330581355367
167,DET,2024_06_DET_DAL,0,334,184,0,0.333333333333333,0.142857142857143,55,27.2941176470588,0.308222789953422,0.54019432119892,0.227199034038623,0.518072289156627,47,0.08199382364791086,0.17551892551892553,26.0,21.4575163398693
192,DET,2024_07_DET_MIN,0,280,144,1,0.4,0.142857142857143,49,19.3333333333333,0.0433266975527884,0.514410232416563,-0.313898783205077,0.48051948051948,28,0.2124832118364357,0.21031746031746038,36.333333333333336,23.333333333333332
244,DET,2024_08_TEN_DET,1,94,164,0,0.4,0.227272727272727,15,27.0,0.182178505432819,-0.190340093832175,0.231739995125584,0.578125,52,0.22942942545511172,0.17460317460317468,39.0,22.620915032679733
252,DET,2024_09_DET_GB,0,145,124,0,0.357142857142857,0.0952380952380952,22,19.2777777777778,0.110883411899207,0.258390458192234,0.0221387805007719,0.514285714285714,24,0.1779093309796764,0.17099567099567103,42.333333333333336,24.5424836601307
284,DET,2024_10_DET_HOU,0,240,105,5,0.5,0.375,15,20.8421052631579,-0.079450077614483,-0.0622940435922642,-0.169269012076526,0.45,23,0.11212953829493806,0.1551226551226551,34.666666666666664,21.870370370370367
318,DET,2024_11_JAX_DET,1,449,196,0,0.6,0.227272727272727,50,25.0,0.454120679774995,1.10908357672521,0.134337539335985,0.685393258426966,52,0.07120394657251426,0.23250360750360743,33.0,22.373294346978568
340,DET,2024_12_DET_IND,0,269,137,0,0.6,0.1875,32,24.8823529411765,0.116103420442016,0.238747961325753,0.0497717088437639,0.534883720930233,24,0.16185133801990625,0.23250360750360743,33.0,21.7066276803119
361,DET,2024_13_CHI_DET,1,221,194,1,0.428571428571429,0.0869565217391304,75,20.8823529411765,0.0586946263057039,0.027888730014787,0.124205061356241,0.506024096385542,23,0.16359134086750923,0.2632575757575757,33.0,23.5748194014448
402,DET,2024_14_GB_DET,1,283,111,1,0.5,0.16,59,19.2777777777778,0.0768729357193372,0.282109469073546,-0.211477675358596,0.542553191489362,31,0.20963957550757154,0.1672430830039525,33.0,23.588235294117666
421,DET,2024_15_BUF_DET,1,494,48,1,0.461538461538462,0.227272727272727,43,21.3,0.184795831149085,0.360040654699342,-0.151576341929225,0.551020408163265,41,0.08389032748901896,0.14481884057971017,26.0,21.680827886710265
455,DET,2024_16_DET_CHI,0,336,146,0,0.466666666666667,0.08,45,20.8823529411765,0.283173475404355,0.469414645769275,0.16769957883122,0.5875,34,0.10678779772470863,0.15807641633728584,31.666666666666668,20.486710239651433
492,DET,2024_17_DET_SF,0,303,152,0,0.642857142857143,0.15,15,25.0,0.339220351824832,0.592462387979716,0.130702656713159,0.566265060240964,40,0.18161408075759233,0.1557575757575757,35.333333333333336,20.486710239651433
532,DET,2024_18_MIN_DET,1,231,178,2,0.384615384615385,0.214285714285714,31,19.3333333333333,0.0368237837670179,0.0453759161423827,-0.0196914807592909,0.524390243902439,31,0.26906321945942396,0.15242424242424238,38.333333333333336,22.394117647058835
562,DET,2024_20_WAS_DET,1,336,201,5,0.4,0.142857142857143,25,24.5,0.0605019119336271,-0.159281805254674,0.503885228897525,0.576470588235294,31,0.2197392036654016,0.14809523809523803,35.0,21.73856209150327
10,GB,2024_01_GB_PHI,0,260,163,1,0.357142857142857,0.037037037037037,102,17.6190476190476,0.0915969554592705,0.0641535480293977,0.381395836489741,0.470588235294118,29,0.18802206779592487,0.18214285714285705,35.5,22.166666666666654
42,GB,2024_02_IND_GB,1,122,261,1,0.555555555555556,0.125,35,24.8823529411765,0.000951222588972,0.641913847318096,-0.17219425082425,0.402439024390244,16,0.0642103696131441,0.12566137566137556,30.0,18.47619047619045
74,GB,2024_03_GB_TEN,0,202,188,0,0.357142857142857,0.0769230769230769,60,27.0,0.063261806831926,0.16003554626406,0.0899405183515989,0.4125,30,0.04627408902412115,0.08101851851851857,22.5,21.25070028011205
112,GB,2024_04_MIN_GB,1,389,86,5,0.333333333333333,0.235294117647059,59,19.3333333333333,-0.0741497730005995,-0.161053586893052,-0.0150957313997328,0.467391304347826,28,0.05193666162672276,0.07965337132003801,25.0,23.1671335200747
140,GB,2024_05_GB_LA,0,224,126,1,0.3,0.222222222222222,40,21.8947368421053,0.0066157089246227,-0.0267534875369706,0.0643439004738216,0.441558441558442,24,-0.0033122478599005717,0.145739064856712,24.666666666666668,23.73856209150327
157,GB,2024_06_ARI_GB,1,258,179,1,0.533333333333333,0.176470588235294,55,21.4705882352941,0.160974983823787,0.464208034716917,0.128071133537257,0.550561797752809,34,-0.0014240857480170047,0.17814647226411937,27.333333333333332,22.742690058479536
194,GB,2024_07_HOU_GB,1,220,82,2,0.4,0.2,70,20.8421052631579,0.0311208537419957,-0.0172671643371724,-0.187919822760159,0.493150684931507,21,0.03114697324926999,0.21132897603485837,28.666666666666668,20.899552803577567
228,GB,2024_08_GB_JAX,0,252,170,1,0.333333333333333,0.0952380952380952,51,25.0,0.132928777632441,0.21529848192078,0.0274143408783452,0.49438202247191,27,0.0662371821634684,0.1995642701525054,26.333333333333332,21.402476780185765
253,GB,2024_09_DET_GB,1,273,138,1,0.307692307692308,0.0625,81,21.0555555555556,-0.0558503147427457,-0.0770319060931722,0.0909363123935506,0.475,12,0.10834153839940781,0.15723622782446312,27.333333333333332,22.437564499484
313,GB,2024_11_GB_CHI,0,261,106,1,0.2,0.2,15,20.8823529411765,0.266989017077161,0.726430307087462,-0.0646669290732779,0.545454545454545,20,0.036066438877230246,0.11924603174603177,20.0,22.299220272904495
352,GB,2024_12_SF_GB,1,163,169,0,0.466666666666667,0.2,72,25.0,0.146258882652873,0.265250581571214,0.0418398210624997,0.546511627906977,38,0.11468915998895202,0.11924603174603178,19.666666666666668,22.312636165577363
374,GB,2024_13_MIA_GB,1,274,114,1,0.454545454545455,0.142857142857143,34,20.7647058823529,0.286250754397793,0.452405687081015,-0.059365652467325,0.528571428571429,30,0.11913252832909603,0.15416666666666673,23.333333333333332,22.312636165577363
403,GB,2024_14_GB_DET,0,206,99,1,0.428571428571429,0.173913043478261,56,21.0555555555556,0.118657958881141,0.0824879806937782,0.176973834847846,0.507462686567164,28,0.23316621804260892,0.18095238095238106,29.333333333333332,22.215686274509796
428,GB,2024_15_GB_SEA,0,229,140,1,0.428571428571429,0.111111111111111,105,21.2352941176471,0.0883567548526319,0.399344691563789,-0.196147550597636,0.5375,30,0.18372253197726893,0.17225672877846807,32.0,22.273420479302832
466,GB,2024_16_NO_GB,1,216,188,0,0.4,0.266666666666667,30,23.1176470588235,0.255415725292488,0.203035342919304,0.31331462713078,0.524390243902439,34,0.1644218227105219,0.14262709914883837,29.333333333333332,21.018518518518533
494,GB,2024_17_GB_MIN,0,185,104,1,0.533333333333333,0.157894736842105,51,19.3333333333333,-0.0338963895438599,0.022190431859371,-0.102764799131061,0.513157894736842,24,0.15414347967542022,0.18389694041867974,30.666666666666668,21.802832244008737
517,GB,2024_18_CHI_GB,1,205,183,2,0.3,0.125,35,20.8823529411765,-0.171700718261175,-0.191735733689367,-0.0304199559534662,0.454545454545455,19,0.10329203020041992,0.1785575048732944,29.333333333333332,21.228758169934633
546,GB,2024_19_GB_PHI,0,212,107,4,0.571428571428571,0.0909090909090909,79,17.6190476190476,-0.194391285866989,-0.157402155114355,0.0463529925254988,0.428571428571429,10,0.016606205829150966,0.18318713450292404,25.666666666666668,21.1111111111111
12,HOU,2024_01_HOU_IND,0,234,213,0,0.444444444444444,0.2,40,24.8823529411765,0.13033609773944,0.208547138786469,0.0781579943823819,0.521276595744681,29,-0.10279855390251756,0.1414473684210526,21.5,20.1078431372549
37,HOU,2024_02_CHI_HOU,1,260,75,1,0.25,0.0,65,20.8823529411765,-0.0628612493909855,0.0412527210273505,-0.504268946774703,0.4,19,-0.020682310260867615,0.1625000000000001,24.0,22.8823529411765
76,HOU,2024_03_HOU_MIN,0,307,38,2,0.2,0.111111111111111,50,19.3333333333333,-0.264998174475154,-0.152456309559729,-0.446079076750071,0.341176470588235,7,0.033737424174227135,0.10000000000000009,24.0,22.8823529411765
106,HOU,2024_04_JAX_HOU,1,345,101,0,0.571428571428571,0.15,80,25.0,0.0983761694609894,0.340609236544171,-0.13972971648036,0.483516483516484,23,-0.0658411087088999,0.10370370370370373,18.333333333333332,21.699346405228766
133,HOU,2024_05_BUF_HOU,1,331,94,2,0.470588235294118,0.25,45,21.3,-0.0270048150572287,0.159648918086863,-0.361080321749406,0.44047619047619,20,-0.07649441813505012,0.08703703703703707,16.333333333333332,21.73856209150327
168,HOU,2024_06_HOU_NE,0,192,192,1,0.4,0.235294117647059,50,23.8235294117647,0.117183752514011,0.0545807564686086,0.192388508759905,0.451219512195122,41,-0.06454227335713118,0.1703703703703704,16.666666666666668,21.877777777777766
195,HOU,2024_07_HOU_GB,0,86,142,1,0.266666666666667,0.111111111111111,40,19.2777777777778,0.040083610377934,-0.454540622222224,0.0356404063407417,0.481012658227848,19,0.06285170230592384,0.21176470588235305,28.0,23.37450980392157
230,HOU,2024_08_IND_HOU,1,285,96,1,0.357142857142857,0.142857142857143,32,24.8823529411765,-0.0184589253404904,0.141120704438748,-0.35256456174679,0.460674157303371,23,0.04342084927823869,0.19880174291939004,26.666666666666668,21.467102396514168
254,HOU,2024_09_HOU_NYJ,0,191,187,1,0.31578947368421,0.0476190476190476,108,23.0588235294118,0.0115980637160271,-0.363174184371672,0.245436082543373,0.410526315789474,10,0.04626947918381813,0.16308745720510437,27.666666666666668,22.661220043573
285,HOU,2024_10_DET_HOU,1,232,56,2,0.4,0.105263157894737,76,21.0555555555556,-0.125774890960132,-0.158769157912207,-0.31619356144212,0.423529411764706,23,0.011074249584490159,0.10052910052910059,17.333333333333332,22.4063180827887
315,HOU,2024_11_HOU_DAL,0,257,141,1,0.307692307692308,0.0769230769230769,55,27.2941176470588,0.111233984298467,0.183371769929251,0.20848935436341,0.4625,33,-0.04421191752819851,0.09857978279030925,18.666666666666668,22.9989106753813
356,HOU,2024_12_TEN_HOU,1,247,40,3,0.266666666666667,0.133333333333333,49,27.0,-0.101121245960135,-0.172038321721615,-0.346601405790459,0.407894736842105,27,-0.000980947648546046,0.07660176081228721,22.0,23.802832244008737
364,HOU,2024_13_HOU_JAX,0,242,108,0,0.428571428571429,0.0909090909090909,14,25.0,0.0885115017896678,0.0786165057509691,0.0647203844246168,0.461538461538462,23,-0.03855405087393341,0.10517318938371568,27.666666666666668,25.116557734204804
436,HOU,2024_15_MIA_HOU,1,131,77,1,0.357142857142857,0.181818181818182,20,20.7647058823529,-0.113383631551754,-0.222940996006903,-0.147384425936787,0.461538461538462,20,0.032874746709333186,0.10038850038850032,27.666666666666668,26.431372549019603
