,TEAM,game_id,HOME,PASSINGYARDS,RUSHINGYARDS,TURNOVERS,THIRDDOWN%,REDZONETD%,PENALTYYARDS,OPPONENTPAG,EPA_per_play,PASS_EPA,RUSH_EPA,SUCCESS_RATE,POINTSSCORED,EPA_per_play_last3,REDZONETD%_last3,POINTSSCORED_last3,OPPONENTPAG_last3,Adj_EPA,Adj_REDZONETD%,Adj_POINTS_last3,EPA_x_REDZONETD,YARD_RATIO
17,LA,2024_01_LA_DET,0,317,83,1,0.428571428571429,0.105263157894737,66,21.0555555555556,0.053456859481273,0.0889494295592902,-0.0560492952230388,0.5,20,0.1463908441822329,0.16111111111111104,27.5,21.07105263157895,-21.01759577209768,-0.055847953216374036,6.428947368421049,0.005627037840134009,3.7738095238095237
47,LA,2024_02_LA_ARI,0,216,53,1,0.181818181818182,0.0666666666666667,29,21.4705882352941,-0.144236520705669,-0.348737269736956,-0.125929772834934,0.53030303030303,10,0.12207180525917838,0.16374269005847955,26.0,21.1777777777778,-21.322014298483467,-0.09707602339181286,4.8222222222222015,-0.009615768047044605,4.0
92,LA,2024_03_SF_LA,1,221,98,0,0.461538461538462,0.142857142857143,112,25.0,0.161380767787263,0.0998972227686308,0.141513049634539,0.506849315068493,24,-0.04538983061219812,0.08596491228070191,15.0,21.26307189542485,-21.101691127637586,0.05689223057644108,-6.263071895424851,0.023054395398180452,2.2323232323232323
111,LA,2024_04_LA_CHI,0,224,119,2,0.454545454545455,0.0714285714285714,54,20.8823529411765,0.044435534120273,-0.0693219908042895,0.17981728352913,0.540540540540541,18,0.023533702187622258,0.1049289891395156,18.0,22.5087145969499,-22.46427906282963,-0.0335004177109442,-4.5087145969499005,0.003173966722876641,1.8666666666666667
141,LA,2024_05_GB_LA,1,260,134,2,0.5,0.117647058823529,24,19.2777777777778,-0.0758557905034774,-0.18681908169674,0.0512921678114136,0.550561797752809,19,0.02052659373395559,0.09365079365079372,17.333333333333332,22.45098039215687,-22.526836182660347,0.023996265172735273,-5.117647058823536,-0.008924210647467899,1.9259259259259258
200,LA,2024_07_LV_LA,1,154,115,1,0.2,0.181818181818182,39,25.1176470588235,-0.325047488822715,-0.302203778449785,-0.274353623222291,0.436619718309859,20,0.043320170468019455,0.11064425770308116,20.333333333333332,21.720043572984764,-22.04509106180748,0.07117392411510083,-1.386710239651432,-0.05909954342231188,1.3275862068965518
234,LA,2024_08_MIN_LA,1,279,107,1,0.5,0.166666666666667,80,19.3333333333333,0.149664634810012,0.467361109603457,-0.14279456254986,0.50561797752809,30,-0.11882258173530653,0.12363127069009416,19.0,21.759259259259267,-21.609594624449254,0.04303539597657283,-2.7592592592592666,0.024944105801668715,2.5833333333333335
262,LA,2024_09_LA_SEA,0,298,68,1,0.333333333333333,0.05,90,21.2352941176471,-0.0404408738700437,0.0880322388072765,-0.239939971549578,0.419354838709677,20,-0.0837462148387269,0.15537730243612602,23.0,21.2429193899782,-21.283360263848245,-0.10537730243612602,1.7570806100217986,-0.002022043693502185,4.318840579710145
286,LA,2024_10_MIA_LA,1,293,70,2,0.214285714285714,0.0,19,20.7647058823529,-0.201237533869612,-0.152146234950916,-0.493162631403215,0.488372093023256,12,-0.07194124262758232,0.13282828282828305,23.333333333333332,21.895424836601297,-22.09666237047091,-0.13282828282828305,1.4379084967320352,-0.0,4.126760563380282
322,LA,2024_11_LA_NE,0,295,107,0,0.222222222222222,0.25,15,23.8235294117647,0.211067189828024,0.59265898750974,0.160616213236825,0.544117647058823,28,-0.030671257643214656,0.07222222222222237,20.666666666666668,20.444444444444432,-20.233377254616407,0.17777777777777765,0.22222222222223564,0.052766797457006,2.7314814814814814
348,LA,2024_12_PHI_LA,1,243,92,1,0.0909090909090909,0.181818181818182,57,17.6190476190476,-0.0146126754220746,0.0987294791030006,-0.290475271018093,0.506329113924051,20,-0.01020373930387732,0.10000000000000005,20.0,21.941176470588232,-21.955789146010307,0.08181818181818194,-1.941176470588232,-0.0026568500767408386,2.6129032258064515
370,LA,2024_13_LA_NO,0,183,156,0,0.454545454545455,0.3,43,23.1176470588235,0.119800320649765,0.0114995813615117,0.237796085487827,0.507462686567164,21,-0.0015943398212209536,0.14393939393939406,20.0,20.73576097105507,-20.615960650405302,0.15606060606060593,-0.7357609710550683,0.035940096194929494,1.1656050955414012
393,LA,2024_14_BUF_LA,1,320,137,0,0.705882352941177,0.2,43,21.3,0.264262821568808,0.81880303079443,-0.0951994620914947,0.563829787234043,44,0.1054182783519047,0.24393939393939404,23.0,21.520074696545265,-21.25581187497646,-0.04393939393939403,1.4799253034547348,0.0528525643137616,2.318840579710145
434,LA,2024_15_LA_SF,0,160,142,0,0.266666666666667,0.0,25,25.0,-0.0538847751641362,-0.218390044419195,-0.0083359719176673,0.455696202531646,9,0.12315015559883269,0.22727272727272738,28.333333333333332,20.678898225957035,-20.73278300112117,-0.22727272727272738,7.6544351073762975,-0.0,1.118881118881119
460,LA,2024_16_LA_NYJ,0,110,132,2,0.454545454545455,0.133333333333333,57,23.0588235294118,0.0708183462108607,0.167725243713007,0.0664513878042012,0.475409836065574,19,0.11005945568481217,0.16666666666666674,24.666666666666668,23.1392156862745,-23.06839734006364,-0.03333333333333374,1.5274509803921674,0.009442446161448069,0.8270676691729323
481,LA,2024_17_ARI_LA,1,189,68,0,0.375,0.1,60,21.4705882352941,-0.0437810171893715,-0.0150705348566377,-0.0550484886085282,0.464788732394366,13,0.09373213087184407,0.11111111111111105,24.0,23.119607843137263,-23.163388860326634,-0.011111111111111044,0.8803921568627366,-0.004378101718937151,2.739130434782609
538,LA,2024_18_SEA_LA,1,334,84,1,0.333333333333333,0.117647058823529,18,21.2352941176471,0.0954424319037833,0.046169604091512,-0.0232049604667174,0.5,25,-0.008949148714215772,0.07777777777777772,13.666666666666666,23.1764705882353,-23.081028156331516,0.03986928104575127,-9.509803921568635,0.011228521400445056,3.929411764705882
550,LA,2024_19_MIN_LA,1,209,90,0,0.2,0.153846153846154,75,19.3333333333333,0.0120804290660199,0.183460736452627,-0.167807908455143,0.478260869565217,27,0.04082658697509073,0.11699346405228739,19.0,21.921568627451,-21.909488198384977,0.036852689793866605,-2.9215686274509984,0.001858527548618448,2.2967032967032965
560,LA,2024_20_LA_PHI,0,324,111,2,0.375,0.08,15,17.6190476190476,-0.0128073863180762,0.0764809675661811,-0.403608867275312,0.528089887640449,22,0.021247281260143802,0.12383107088989438,21.666666666666668,20.6797385620915,-20.692545948409578,-0.04383107088989438,0.986928104575167,-0.001024590905446096,2.892857142857143
18,LAC,2024_01_LV_LAC,1,144,176,0,0.25,0.142857142857143,35,25.1176470588235,-0.128078170910178,-0.180588139014633,0.0108585050207377,0.373333333333333,22,0.05376143048490145,0.1357466063348416,26.0,20.2843137254902,-20.41239189640038,0.007110536522301397,5.7156862745098,-0.018296881558596875,0.8135593220338984
45,LAC,2024_02_LAC_CAR,0,130,219,2,0.5625,0.125,60,30.8235294117647,0.0556164768432938,0.0682691086894267,0.133417034156585,0.518987341772152,26,-0.0579988709220792,0.14835164835164857,24.5,22.2254901960784,-22.169873719235106,-0.023351648351648574,2.2745098039215996,0.006952059605411725,0.5909090909090909
82,LAC,2024_03_LAC_PIT,0,149,61,0,0.25,0.0,25,20.7222222222222,-0.114862523820185,-0.0819039231113095,-0.268156253907364,0.419354838709677,10,-0.036230847033442246,0.13392857142857156,24.0,27.9705882352941,-28.085450759114288,-0.13392857142857156,-3.9705882352941018,-0.0,2.403225806451613
109,LAC,2024_04_KC_LAC,1,179,55,0,0.307692307692308,0.125,45,20.1,-0.226294446434346,-0.0706891307027065,-0.387224358063307,0.328767123287671,10,-0.0624414059623565,0.08928571428571437,19.333333333333332,25.5544662309368,-25.780760677371145,0.03571428571428563,-6.221132897603468,-0.02828680580429325,3.1964285714285716
175,LAC,2024_06_LAC_DEN,0,237,128,0,0.631578947368421,0.0476190476190476,27,18.3888888888889,0.0892449770963451,0.219344494598276,-0.0559045446728955,0.473118279569892,23,-0.0951801644704125,0.08333333333333338,15.333333333333334,23.881917211328968,-23.792672234232622,-0.03571428571428578,-8.548583877995634,0.0042497608141116704,1.8372093023255813
199,LAC,2024_07_LAC_ARI,0,349,59,1,0.428571428571429,0.0,20,21.4705882352941,0.107469460080293,0.138076612884722,-0.115666068201377,0.493506493506494,12,-0.08397066438606206,0.05753968253968259,14.333333333333334,19.737037037037037,-19.629567576956745,-0.05753968253968259,-5.4037037037037035,0.0,5.816666666666666
236,LAC,2024_08_NO_LAC,1,279,122,0,0.25,0.125,32,23.1176470588235,0.0419362101572573,0.0614123701501662,-0.0814827505029306,0.390243902439024,25,-0.00986000308590273,0.05753968253968259,15.0,19.98649237472767,-19.944556164570415,0.06746031746031741,-4.986492374727671,0.005242026269657162,2.268292682926829
261,LAC,2024_09_LAC_CLE,0,282,96,0,0.333333333333333,0.222222222222222,30,25.5882352941176,-0.0646552684955716,0.0401272945583312,0.0179239489398674,0.337837837837838,27,0.07955021577796505,0.05753968253968259,20.0,20.99237472766883,-21.057029996164403,0.1646825396825394,-0.9923747276688317,-0.014367837443460341,2.9072164948453607
302,LAC,2024_10_TEN_LAC,1,164,145,0,0.4,0.125,33,27.0,0.195863599270095,0.537161365938901,0.0391011978269645,0.535211267605634,27,0.0282501339139928,0.11574074074074071,21.333333333333332,23.392156862745065,-23.19629326347497,0.009259259259259287,-2.0588235294117325,0.024482949908761875,1.1232876712328768
309,LAC,2024_11_CIN_LAC,1,297,155,1,0.285714285714286,0.0666666666666667,36,24.4117647058824,0.04192743443238,0.0618885707175237,0.0249890590948053,0.488372093023256,33,0.05771484697726013,0.15740740740740738,26.333333333333332,25.235294117647033,-25.193366683214652,-0.09074074074074069,1.098039215686299,0.002795162295492001,1.9038461538461537
335,LAC,2024_12_BAL_LAC,1,218,83,0,0.352941176470588,0.222222222222222,112,20.7368421052632,0.0874429513950903,-0.0459812141896345,0.114636629770393,0.511627906976744,22,0.057711921735634365,0.13796296296296295,29.0,25.666666666666668,-25.579223715271578,0.08425925925925903,3.333333333333332,0.019431766976686714,2.5952380952380953
369,LAC,2024_13_LAC_ATL,0,150,56,1,0.25,0.0,19,23.8823529411765,-0.146042493737815,-0.263494368196403,-0.334999405205183,0.4,17,0.10841132836585499,0.13796296296296295,27.333333333333332,24.0495356037152,-24.195578097453016,-0.13796296296296295,3.283797729618133,-0.0,2.6315789473684212
407,LAC,2024_14_LAC_KC,0,213,94,0,0.428571428571429,0.2,84,20.1,0.0813471168414299,0.247142637788784,-0.133734223772929,0.418918918918919,14,-0.005557369303448338,0.09629629629629628,24.0,23.0103199174407,-22.928972800599272,0.10370370370370373,0.9896800825592997,0.01626942336828598,2.2421052631578946
444,LAC,2024_15_TB_LAC,1,199,32,2,0.142857142857143,0.25,73,21.6666666666667,-0.227661327806394,-0.407201241015935,-0.251723828890327,0.470588235294118,17,0.007582524832901627,0.14074074074074072,17.666666666666668,21.573065015479898,-21.800726343286293,0.10925925925925928,-3.90639834881323,-0.0569153319515985,6.03030303030303
453,LAC,2024_16_DEN_LAC,1,284,117,1,0.583333333333333,0.25,31,18.3888888888889,0.214699808272027,0.362303284200182,0.0312240822202253,0.544303797468354,34,-0.09745223490092647,0.15000000000000005,16.0,21.883006535947732,-21.668306727675706,0.09999999999999995,-5.883006535947732,0.05367495206800675,2.406779661016949
500,LAC,2024_17_LAC_NE,0,281,147,0,0.588235294117647,0.0952380952380952,48,23.8235294117647,0.255080663910382,0.439216232728256,0.130979554316044,0.565217391304348,37,0.022795199102354186,0.2333333333333334,21.666666666666668,20.051851851851865,-19.796771187941484,-0.1380952380952382,1.6148148148148032,0.024293396562893515,1.8986486486486487
528,LAC,2024_18_LAC_LV,0,346,137,0,0.470588235294118,0.09375,53,25.1176470588235,0.214840631564945,0.497895234344281,0.0579264161791138,0.565217391304348,34,0.08070638145867155,0.19841269841269848,29.333333333333332,21.2930283224401,-21.078187690875154,-0.10466269841269848,8.040305010893231,0.020141309209213594,2.5072463768115942
549,LAC,2024_19_LAC_HOU,0,242,50,4,0.272727272727273,0.0,25,20.8421052631579,-0.400847408794187,-0.640461692585678,-0.26961728648043,0.394366197183099,12,0.2282070345824512,0.14632936507936511,35.0,22.443355119825696,-22.844202528619885,-0.14632936507936511,12.556644880174304,-0.0,4.745098039215686
19,LV,2024_01_LV_LAC,0,257,71,3,0.333333333333333,0.0,30,17.6666666666667,-0.31249444704969,-0.0335866119219426,-0.841489037075503,0.391891891891892,10,0.23496064773766331,0.09449404761904767,35.5,24.470588235294095,-24.783082682343785,-0.09449404761904767,11.029411764705905,-0.0,3.5694444444444446
49,LV,2024_02_LV_BAL,0,276,27,1,0.384615384615385,0.142857142857143,70,20.7368421052632,0.0301420167913866,-0.0561891285281113,-0.458288043318976,0.493670886075949,23,-0.048826907742372666,0.04687500000000008,22.0,21.3921568627451,-21.362014845953713,0.0959821428571429,0.6078431372548998,0.004306002398769518,9.857142857142858
67,LV,2024_03_CAR_LV,1,296,55,1,0.25,0.272727272727273,51,30.8235294117647,-0.0754965846107953,0.0286086221214138,-0.390152254061832,0.525,21,-0.14117621512915185,0.07142857142857158,16.5,19.20175438596495,-19.277250970575746,0.20129870129870142,-2.70175438596495,-0.02058997762112601,5.285714285714286
101,LV,2024_04_CLE_LV,1,130,152,1,0.384615384615385,0.2,53,25.5882352941176,-0.0768512031796472,-0.145199162447579,-0.172972289450829,0.452054794520548,20,-0.11928300495636635,0.13852813852813872,18.0,23.07567939456487,-23.152530597744516,0.06147186147186129,-5.075679394564869,-0.015370240635929441,0.8496732026143791
145,LV,2024_05_LV_DEN,0,231,115,3,0.4375,0.2,43,18.3888888888889,-0.173504625986364,-0.392512400947938,0.0991910447029648,0.4,18,-0.04073525699968541,0.20519480519480537,21.333333333333332,25.71620227038183,-25.889706896368196,-0.005194805194805363,-4.3828689370484994,-0.034700925197272796,1.9913793103448276
176,LV,2024_06_PIT_LV,1,227,57,3,0.181818181818182,0.153846153846154,15,20.7222222222222,-0.27302954988693,-0.0908724085924637,-0.582400662750986,0.473684210526316,13,-0.10861747125893562,0.22424242424242435,19.666666666666668,24.933551198257067,-25.206580748144,-0.07039627039627036,-5.266884531590399,-0.04200454613645081,3.913793103448276
201,LV,2024_07_LV_LA,0,206,122,4,0.235294117647059,0.0,69,21.8947368421053,-0.264831201644541,-0.528184960678874,-0.0428100904732831,0.389473684210526,15,-0.17446179301764717,0.18461538461538474,17.0,21.566448801742904,-21.831280003387445,-0.18461538461538474,-4.566448801742904,-0.0,1.6747967479674797
233,LV,2024_08_KC_LV,1,209,33,1,0.466666666666667,0.0909090909090909,37,20.1,-0.0425325233739104,0.207461116471104,-0.495619132960565,0.506849315068493,19,-0.2371217925059451,0.11794871794871804,15.333333333333334,20.335282651072134,-20.377815174446045,-0.027039627039627145,-5.0019493177388,-0.003866593033991854,6.147058823529412
265,LV,2024_09_LV_CIN,0,198,60,2,0.428571428571429,0.1,60,24.4117647058824,-0.1018302261836,-0.252308125097586,-0.342892578950373,0.481481481481481,23,-0.19346442496846059,0.0815850815850817,15.666666666666666,20.9056530214425,-21.0074832476261,0.01841491841491831,-5.238986354775834,-0.010183022618360002,3.2459016393442623
324,LV,2024_11_LV_MIA,0,282,60,1,0.571428571428571,0.0588235294117647,28,20.7647058823529,0.126624657688536,0.107015738426051,0.0043006358357779,0.512820512820513,19,-0.13639798373401724,0.0636363636363637,19.0,22.1355005159959,-22.008875858307366,-0.004812834224599001,-3.1355005159959006,0.007448509275796235,4.622950819672131
339,LV,2024_12_DEN_LV,1,328,69,2,0.294117647058824,0.0476190476190476,60,18.3888888888889,-0.0860156863339496,-0.247800234848869,-0.0848373493151105,0.5,19,-0.005912697289658227,0.08324420677361859,20.333333333333332,21.758823529411767,-21.84483921574572,-0.035625159154570984,-1.4254901960784352,-0.004095985063521408,4.685714285714286
373,LV,2024_13_LV_KC,0,340,116,1,0.230769230769231,0.0,65,20.1,-0.0574679154727948,0.250445644583545,-0.176159105349798,0.447058823529412,17,-0.020407084943004628,0.06881419234360416,20.333333333333332,21.1884531590414,-21.245921074514197,-0.06881419234360416,-0.8551198257080692,-0.0,2.905982905982906
408,LV,2024_14_LV_TB,0,205,91,2,0.357142857142857,0.0526315789473684,21,21.6666666666667,-0.130044041771937,-0.16896336858043,-0.114562971442259,0.443037974683544,13,-0.005619648039402891,0.03548085901027082,18.333333333333332,19.7511982570806,-19.881242298852538,0.017150719937097575,-1.417864923747267,-0.006844423251154577,2.2282608695652173
417,LV,2024_15_ATL_LV,1,208,65,3,0.285714285714286,0.5,40,23.8823529411765,-0.291071421319805,-0.214510739281457,-0.360662683299531,0.390243902439024,9,-0.0911758811928939,0.03341687552213873,16.333333333333332,20.05185185185187,-20.342923273171674,0.46658312447786127,-3.718518518518536,-0.1455357106599025,3.1515151515151514
459,LV,2024_16_JAX_LV,1,257,69,0,0.222222222222222,0.333333333333333,69,25.0,-0.136453653207147,-0.0058803576764887,-0.186251490813447,0.415730337078652,19,-0.15952779285484572,0.18421052631578952,13.0,21.883006535947732,-22.01946018915488,0.14912280701754346,-8.883006535947732,-0.04548455106904895,3.6714285714285713
502,LV,2024_17_LV_NO,0,242,156,0,0.578947368421053,0.125,10,23.1176470588235,0.0510065495834889,0.268221043346358,-0.0634435110944567,0.449438202247191,25,-0.1858563720996298,0.29532163742690054,13.666666666666666,23.51633986928107,-23.46533331969758,-0.17032163742690054,-9.849673202614403,0.006375818697936113,1.5414012738853504
529,LV,2024_18_LAC_LV,1,225,39,1,0.222222222222222,0.1,15,17.6666666666667,0.0089064035256583,-0.0992906739182678,-0.112709233833646,0.53030303030303,19,-0.1255061749811545,0.3194444444444444,17.666666666666668,24.0,-23.991093596474343,-0.21944444444444441,-6.333333333333332,0.0008906403525658301,5.625
15,MIA,2024_01_JAX_MIA,1,338,81,0,0.444444444444444,0.0909090909090909,84,25.0,-0.0062852202411204,0.108088805966922,-0.11035145663456,0.435294117647059,17,-0.04272355181182921,0.22916666666666663,22.0,24.05882352941175,-24.06510874965287,-0.13825757575757575,-2.0588235294117503,-0.0005713836582836726,4.121951219512195
35,MIA,2024_02_BUF_MIA,1,225,139,3,0.4375,0.0526315789473684,30,21.3,-0.235525018758078,-0.400093653788782,-0.105908206278828,0.471910112359551,10,0.022360664671184083,0.10795454545454555,21.0,24.05882352941175,-24.29434854816983,-0.055322966507177156,-3.0588235294117503,-0.012396053618846204,1.6071428571428572
84,MIA,2024_03_MIA_SEA,0,186,65,0,0.142857142857143,0.0,98,21.2352941176471,-0.375468439370388,-0.455853287975402,-0.377224560400154,0.337662337662338,3,-0.12090511949959937,0.07177033492822976,13.5,23.15,-23.525468439370385,-0.07177033492822976,-9.649999999999999,-0.0,2.8181818181818183
124,MIA,2024_04_TEN_MIA,1,96,106,1,0.153846153846154,0.142857142857143,88,27.0,-0.272463473972959,-0.470507713710921,-0.421584686527902,0.364864864864865,12,-0.2057595594565289,0.04784688995215317,10.0,22.511764705882367,-22.784228179855326,0.09501025290498982,-12.511764705882367,-0.038923353424708464,0.897196261682243
146,MIA,2024_05_MIA_NE,0,194,193,2,0.307692307692308,0.1,75,23.8235294117647,-0.0464245559224541,-0.0998694115595164,-0.051460667781634,0.406593406593407,15,-0.29448564403380845,0.06516290726817053,8.333333333333334,23.17843137254903,-23.224855928471484,0.03483709273182947,-14.845098039215697,-0.00464245559224541,1.0
203,MIA,2024_07_MIA_IND,0,161,188,2,0.4375,0.111111111111111,50,24.8823529411765,-0.228643321735958,-0.0833492472542263,-0.374604209653711,0.452380952380952,10,-0.2314521564219338,0.08095238095238108,10.0,24.019607843137265,-24.248251164873224,0.030158730158729913,-14.019607843137265,-0.02540481352621753,0.8518518518518519
215,MIA,2024_08_ARI_MIA,1,234,150,0,0.733333333333333,0.1875,10,21.4705882352941,0.201662294603882,0.223896831496926,0.144479943559272,0.545454545454545,27,-0.18251045054379048,0.11798941798941809,12.333333333333334,25.23529411764707,-25.033631823043187,0.06951058201058191,-12.901960784313735,0.037811680238227875,1.5496688741721854
267,MIA,2024_09_MIA_BUF,0,231,149,1,0.555555555555556,0.2,35,21.3,0.21515357640159,0.604976831961867,0.0161398063510095,0.584415584415584,27,-0.024468527684843477,0.13287037037037042,17.333333333333332,23.3921568627451,-23.17700328634351,0.0671296296296296,-6.058823529411768,0.043030715280318,1.54
287,MIA,2024_10_MIA_LA,0,207,67,2,0.461538461538462,0.333333333333333,60,21.8947368421053,-0.0668495379627619,-0.0493952083597312,-0.225956632162533,0.454545454545455,23,0.06272418308983789,0.16620370370370377,21.333333333333332,22.55098039215687,-22.617829930119633,0.1671296296296292,-1.2176470588235375,-0.02228317932092061,3.0441176470588234
325,MIA,2024_11_LV_MIA,1,288,82,0,0.714285714285714,0.115384615384615,44,25.1176470588235,0.322568043294477,0.663211108757546,-0.181762846516974,0.5875,31,0.11665544434756993,0.24027777777777773,25.666666666666668,21.555108359133133,-21.232540315838655,-0.12489316239316273,4.111558307533535,0.03721938961090107,3.4698795180722892
346,MIA,2024_12_NE_MIA,1,317,65,1,0.384615384615385,0.157894736842105,19,23.8235294117647,0.0311562663536348,0.310995608918228,-0.615482416910503,0.506024096385542,34,0.15695736057776827,0.2162393162393161,27.0,22.770794633642936,-22.739638367289302,-0.058344579397211105,4.229205366357064,0.004919410476889697,4.803030303030303
375,MIA,2024_13_MIA_GB,0,365,39,0,0.266666666666667,0.166666666666667,85,19.2777777777778,0.0802218707097083,0.225341820198338,-0.446389290899138,0.528735632183908,17,0.09562492389511652,0.20220422852001774,29.333333333333332,23.61197110423117,-23.531749233521463,-0.035537561853350746,5.721362229102162,0.01337031178495141,9.125
412,MIA,2024_14_NYJ_MIA,1,331,44,0,0.2,0.136363636363636,73,23.0588235294118,0.22763575581616,0.444260081088604,-0.292661870014854,0.629213483146067,26,0.14464872678593993,0.1466486729644624,27.333333333333332,22.739651416122,-22.512015660305842,-0.010285036600826414,4.593681917211331,0.03104123942947628,7.355555555555555
437,MIA,2024_15_MIA_HOU,0,196,52,4,0.266666666666667,0.111111111111111,114,20.8421052631579,-0.172755498433249,-0.205922936606948,-0.241068861147046,0.481481481481481,12,0.11300463095983426,0.15364167995746944,25.666666666666668,22.053376906318096,-22.226132404751347,-0.042530568846358446,3.6132897603485716,-0.01919505538147209,3.69811320754717
474,MIA,2024_16_SF_MIA,1,215,166,0,0.307692307692308,0.1,80,25.0,0.196959350059128,0.166245823842761,0.163414864858787,0.575,29,0.04503404269753967,0.13804713804713808,18.333333333333332,21.0595688567825,-20.862609506723373,-0.03804713804713808,-2.7262355234491693,0.019695935005912803,1.2874251497005988
505,MIA,2024_17_MIA_CLE,0,225,74,0,0.153846153846154,0.333333333333333,83,25.5882352941176,-0.077393073577342,0.159851205820284,-0.385605226444358,0.4,20,0.0839465358140129,0.11582491582491576,22.333333333333332,22.9669762641899,-23.04436933776724,0.2175084175084172,-0.633642930856567,-0.025797691192447306,3.0
530,MIA,2024_18_MIA_NYJ,0,227,135,4,0.25,0.1,35,23.0588235294118,-0.0680905740405443,-0.236151331720977,0.083301776167228,0.476744186046512,20,-0.017729740650487765,0.18148148148148144,20.333333333333332,23.810113519091832,-23.878204093132375,-0.08148148148148143,-3.4767801857585,-0.006809057404054431,1.6691176470588236
20,MIN,2024_01_MIN_NYG,0,208,111,2,0.454545454545455,0.2,103,24.0588235294118,0.0943946393976765,0.278845339012332,0.032264130464755,0.462686567164179,28,0.059783138240892854,0.21666666666666665,24.5,25.294117647058798,-25.19972300766112,-0.016666666666666635,-0.7941176470587976,0.018878927879535302,1.8571428571428572
60,MIN,2024_02_SF_MIN,1,268,146,2,0.583333333333333,0.0666666666666667,23,25.0,-0.0535165447474094,-0.243974643189788,0.223744205226968,0.529411764705882,23,0.0085007829101671,0.2666666666666666,24.0,24.8235294117647,-24.87704595651211,-0.1999999999999999,-0.8235294117646994,-0.0035677696498272946,1.8231292517006803
77,MIN,2024_03_HOU_MIN,1,181,118,0,0.352941176470588,0.2,68,20.8421052631579,0.121469051780979,0.164144122927543,0.0432444898803994,0.5,34,0.0204390473251334,0.1333333333333335,25.5,24.5294117647059,-24.407942712924918,0.06666666666666651,0.9705882352941018,0.0242938103561958,1.5210084033613445
113,MIN,2024_04_MIN_GB,0,275,120,2,0.384615384615385,0.142857142857143,64,19.2777777777778,0.0005263620887423,0.270894609750587,-0.196340351618992,0.505747126436782,31,0.05411571547708194,0.15555555555555567,28.333333333333332,23.300309597523235,-23.299783235434493,-0.012698412698412681,5.033023735810097,7.519458410604292e-05,2.272727272727273
152,MIN,2024_05_NYJ_MIN,1,203,82,2,0.3125,0.125,115,23.0588235294118,-0.0724320180529687,-0.261783143554183,-0.295370346800025,0.444444444444444,23,0.022826289707437195,0.13650793650793666,29.333333333333332,21.7066276803119,-21.77905969836487,-0.011507936507936661,7.626705653021432,-0.009054002256621087,2.4457831325301207
193,MIN,2024_07_DET_MIN,1,259,139,1,0.363636363636364,0.0,59,21.0555555555556,0.0080998530695369,-0.0239687241228396,0.171103264019453,0.386666666666667,29,0.016521131938917428,0.1559523809523811,29.333333333333332,21.0595688567825,-21.051469003712963,-0.1559523809523811,8.27376447655083,0.0,1.85
235,MIN,2024_08_MIN_LA,0,240,64,0,0.285714285714286,0.153846153846154,10,21.8947368421053,0.0949878942793183,0.302437195879321,-0.151277404184276,0.5,20,-0.021268600964896606,0.08928571428571441,27.666666666666668,21.130718954248398,-21.03573105996908,0.06456043956043958,6.53594771241827,0.014613522196818213,3.6923076923076925
257,MIN,2024_09_IND_MIN,1,312,133,3,0.461538461538462,0.166666666666667,25,24.8823529411765,-0.133584842150824,-0.0803684994281514,0.0060698051557635,0.517647058823529,21,0.010218576431962062,0.0929487179487181,24.0,22.003038642357566,-22.13662348450839,0.07371794871794889,1.9969613576424337,-0.02226414035847071,2.328358208955224
289,MIN,2024_10_MIN_JAX,0,241,169,3,0.4,0.0,45,25.0,-0.0094865310839132,-0.0621117359048379,0.0521462636792566,0.473684210526316,12,-0.01016569826732304,0.10683760683760708,23.333333333333332,22.61088177961247,-22.62036831069638,-0.10683760683760708,0.7224515537208624,-0.0,1.4176470588235295
326,MIN,2024_11_MIN_TEN,0,246,82,1,0.4375,0.142857142857143,81,27.0,0.027480893201372,0.219028138048804,-0.343192736390847,0.453488372093023,23,-0.016027826318473073,0.10683760683760708,17.666666666666668,23.92569659442727,-23.898215701225897,0.036019536019535905,-6.259029927760601,0.00392584188591029,2.963855421686747
345,MIN,2024_12_MIN_CHI,0,344,124,2,0.466666666666667,0.142857142857143,95,20.8823529411765,0.144249138102356,0.327654582904963,-0.288705021602892,0.511627906976744,27,-0.03853016001112183,0.10317460317460342,18.666666666666668,25.627450980392165,-25.48320184228981,0.03968253968253957,-6.960784313725497,0.02060701972890802,2.752
359,MIN,2024_13_ARI_MIN,1,235,68,1,0.125,0.166666666666667,36,21.4705882352941,0.0152974101131568,-0.123850191384468,0.0833776359462977,0.611940298507463,23,0.05408116673993817,0.09523809523809541,20.666666666666668,24.29411764705883,-24.278820236945673,0.07142857142857158,-3.6274509803921617,0.002549568352192805,3.4057971014492754
391,MIN,2024_14_ATL_MIN,1,347,115,0,0.666666666666667,0.181818181818182,102,23.8823529411765,0.297711065709682,0.737651430393842,0.0309251912902774,0.531645569620253,42,0.06234248047229484,0.15079365079365106,24.333333333333332,23.117647058823536,-22.819935993113855,0.031024531024530927,1.215686274509796,0.05412928467448768,2.9913793103448274
423,MIN,2024_15_CHI_MIN,1,231,114,1,0.444444444444444,0.1875,98,20.8823529411765,0.046976004472125,0.0687250003110533,-0.0207939997256345,0.531914893617021,27,0.1524192046417315,0.16378066378066405,30.666666666666668,22.078431372549034,-22.03145536807691,0.023719336219335946,8.588235294117634,0.008808000838523438,2.008695652173913
