,TEAM,game_id,HOME,PASSINGYARDS,RUSHINGYARDS,TURNOVERS,THIRDDOWN%,REDZONETD%,PENALTYYARDS,OPPONENTPAG,EPA_per_play,PASS_EPA,RUSH_EPA,SUCCESS_RATE,POINTSSCORED,EPA_per_play_last3,REDZONETD%_last3,POINTSSCORED_last3,OPPONENTPAG_last3,Adj_EPA,Adj_REDZONETD%,Adj_POINTS_last3,EPA_x_REDZONETD,YARD_RATIO
7,DAL,2024_01_DAL_CLE,0,179,102,0,0.266666666666667,0.125,59,25.5882352941176,-0.0382533089966946,-0.190495365587491,0.0050659599013063,0.421686746987952,33,-0.2593090599593215,0.04166666666666668,4.5,22.588235294117652,-22.626488603114346,0.08333333333333331,-18.088235294117652,-0.004781663624586825,1.7378640776699028
50,DAL,2024_02_NO_DAL,1,299,68,2,0.428571428571429,0.0,30,23.1176470588235,-0.0759207089482221,-0.241369923356146,-0.0262113288155802,0.470588235294118,19,-0.16634142204312335,0.06250000000000003,18.0,23.176470588235247,-23.25239129718347,-0.06250000000000003,-5.176470588235247,-0.0,4.333333333333333
65,DAL,2024_03_BAL_DAL,1,379,51,1,0.529411764705882,0.272727272727273,94,20.7368421052632,0.0642147955332181,0.0236950915203762,-0.0551204762559792,0.421052631578947,24,-0.05708700897245841,0.06250000000000003,26.0,24.35294117647055,-24.288726380937334,0.21022727272727296,1.6470588235294485,0.017513126054514043,7.288461538461538
102,DAL,2024_04_DAL_NYG,0,221,80,0,0.25,0.25,74,24.0588235294118,0.109698123190417,0.391152910263021,-0.025296829200641,0.52112676056338,20,-0.016653074137232906,0.13257575757575768,25.333333333333332,23.14757481940143,-23.037876696211015,0.11742424242424232,2.1857585139319013,0.02742453079760425,2.728395061728395
138,DAL,2024_05_DAL_PIT,0,352,109,3,0.588235294117647,0.0555555555555556,80,20.7222222222222,0.0979555540038003,0.242665977923337,-0.0706177681461078,0.5,19,0.03266406992513763,0.17424242424242434,21.0,22.637770897832837,-22.539815343829037,-0.11868686868686873,-1.6377708978328371,0.005441975222433354,3.2
166,DAL,2024_06_DET_DAL,1,224,53,5,0.333333333333333,0.0,38,21.0555555555556,-0.274493585531052,-0.681838382199671,-0.161948718086077,0.435294117647059,9,0.09062282424247843,0.19276094276094288,21.0,21.839295952299068,-22.11378953783012,-0.19276094276094288,-0.839295952299068,-0.0,4.148148148148148
226,DAL,2024_08_DAL_SF,0,243,56,2,0.384615384615385,0.2,58,25.0,0.0257196667137584,0.0231545144145781,-0.109369379903203,0.481012658227848,24,-0.022279969445611624,0.10185185185185187,16.0,21.9455337690632,-21.91981410234944,0.09814814814814814,-5.9455337690632,0.00514393334275168,4.2631578947368425
249,DAL,2024_09_DAL_ATL,0,248,137,0,0.230769230769231,0.153846153846154,56,23.8823529411765,-0.0388280890305156,-0.0941177617480497,0.215048081158394,0.436170212765957,19,-0.05027278827116449,0.08518518518518521,17.333333333333332,22.259259259259267,-22.298087348289783,0.06866096866096878,-4.9259259259259345,-0.005973552158540867,1.7971014492753623
296,DAL,2024_10_PHI_DAL,1,66,97,5,0.25,0.0,29,17.6190476190476,-0.486668893324677,-0.886233128318789,-0.47175018824869,0.44,6,-0.09586733594926979,0.11794871794871802,17.333333333333332,23.312636165577363,-23.79930505890204,-0.11794871794871802,-5.979302832244031,-0.0,0.673469387755102
314,DAL,2024_11_HOU_DAL,1,358,64,2,0.3125,0.0,80,20.8421052631579,-0.227284922984031,-0.268676599406935,-0.429618346554119,0.397959183673469,10,-0.16659243854714478,0.11794871794871802,16.333333333333332,22.1671335200747,-22.39441844305873,-0.11794871794871802,-5.833800186741367,-0.0,5.507692307692308
336,DAL,2024_12_DAL_WAS,0,247,91,1,0.266666666666667,0.0909090909090909,78,24.5,0.0293817925660726,0.258776131151647,-0.425310069189397,0.488636363636364,33,-0.25092730177974126,0.05128205128205135,11.666666666666666,20.781168607794,-20.751786815227927,0.03962703962703955,-9.114501941127335,0.002671072051461145,2.6847826086956523
376,DAL,2024_13_NYG_DAL,1,195,122,0,0.555555555555556,0.111111111111111,73,24.0588235294118,-0.0587068077319989,-0.0755389725851633,-0.220545402314747,0.428571428571429,27,-0.2281906745808785,0.030303030303030318,16.333333333333332,20.987050960735164,-21.045757768467162,0.08080808080808068,-4.653717627401832,-0.00652297863688876,1.5853658536585367
399,DAL,2024_14_CIN_DAL,1,183,156,1,0.307692307692308,0.166666666666667,42,24.4117647058824,0.028760489042391,-0.175398999301751,0.199641662163944,0.52,20,-0.08553664604998583,0.06734006734006731,23.333333333333332,23.133642930856567,-23.104882441814176,0.09932659932659968,0.19969040247676517,0.00479341484039851,1.1656050955414012
427,DAL,2024_15_DAL_CAR,0,214,211,1,0.428571428571429,0.25,80,30.8235294117647,0.185864955566383,0.389062754764201,0.0660376205886654,0.551724137931034,30,-0.00018817537451182079,0.12289562289562299,26.666666666666668,24.323529411764735,-24.13766445619835,0.127104377104377,2.343137254901933,0.04646623889159575,1.009433962264151
476,DAL,2024_16_TB_DAL,1,292,31,0,0.333333333333333,0.25,52,21.6666666666667,0.0557209868396068,0.257070710794601,-0.502617512324908,0.435897435897436,26,0.051972878958924974,0.17592592592592604,25.666666666666668,26.43137254901963,-26.375651562180025,0.07407407407407396,-0.7647058823529633,0.0139302467099017,9.125
488,DAL,2024_17_DAL_PHI,0,148,127,4,0.466666666666667,0.125,40,17.6190476190476,-0.266139625519856,-0.464990000716699,-0.143097653940398,0.426666666666667,7,0.09011547714946022,0.22222222222222235,25.333333333333332,25.6339869281046,-25.900126553624457,-0.09722222222222235,-0.3006535947712692,-0.033267453189982,1.15625
542,DAL,2024_18_WAS_DAL,1,244,150,1,0.421052631578947,0.037037037037037,84,24.5,0.043288741222282,-0.0710736796292683,-0.0185338868120029,0.448979591836735,19,-0.00818456103795546,0.20833333333333334,21.0,23.369747899159666,-23.326459157937386,-0.17129629629629634,-2.369747899159666,0.0016032867119363686,1.6158940397350994
8,DEN,2024_01_DEN_SEA,0,138,99,4,0.263157894736842,0.0588235294117647,15,21.2352941176471,-0.134441029925922,-0.474050591122793,-0.0242443623091095,0.380434782608696,19,-0.10520931934012469,0.18750000000000003,16.5,19.642857142857153,-19.777298172783077,-0.12867647058823534,-3.142857142857153,-0.00790829587799541,1.38
56,DEN,2024_02_PIT_DEN,1,246,64,2,0.166666666666667,0.0,40,20.7222222222222,-0.12320911995335,-0.233103382900802,-0.262617460896236,0.45945945945946,6,-0.20029032772288907,0.09191176470588237,13.0,19.42717086834735,-19.5503799883007,-0.09191176470588237,-6.42717086834735,-0.0,3.7846153846153845
70,DEN,2024_03_DEN_TB,0,216,136,1,0.25,0.105263157894737,40,21.6666666666667,0.0915331877027685,0.0587737562206761,0.118888601039847,0.582278481012658,26,-0.1288250749396361,0.029411764705882377,12.5,20.97875816993465,-20.88722498223188,0.07585139318885463,-8.47875816993465,0.00963507238976512,1.5766423357664234
104,DEN,2024_04_DEN_NYJ,0,60,126,1,0.2,0.25,55,23.0588235294118,-0.236180883667794,-0.63211706264643,0.0143846428730604,0.368421052631579,10,-0.055372320725501245,0.05469556243550058,17.0,21.208061002178667,-21.44424188584646,0.19530443756449942,-4.208061002178667,-0.0590452209169485,0.47244094488188976
144,DEN,2024_05_LV_DEN,1,206,109,0,0.25,0.214285714285714,80,25.1176470588235,0.0326363815728506,0.0861860457156182,0.049221494491212,0.481927710843373,34,-0.08928560530612524,0.11842105263157902,14.0,21.815904139433567,-21.783267757860717,0.09586466165413497,-7.815904139433567,0.006993510337039405,1.8727272727272728
174,DEN,2024_06_LAC_DEN,1,216,110,2,0.2,0.5,30,17.6666666666667,-0.048362734822242,-0.0961465829398817,0.0086709025247787,0.492957746478873,13,-0.03733710479739172,0.18984962406015035,23.333333333333332,23.281045751634,-23.32940848645624,0.3101503759398496,0.05228758169933201,-0.024181367411121,1.945945945945946
190,DEN,2024_07_DEN_NO,0,164,225,1,0.363636363636364,0.142857142857143,32,23.1176470588235,0.0668964112565801,0.044759395995735,0.187639678722673,0.556962025316456,33,-0.08396907897239521,0.32142857142857134,19.0,21.947712418300668,-21.88081600704409,-0.17857142857142835,-2.947712418300668,0.00955663017951145,0.7256637168141593
223,DEN,2024_08_CAR_DEN,1,315,102,2,0.647058823529412,0.173913043478261,9,30.8235294117647,0.0601429108568196,0.0959594830297069,-0.0474361869778173,0.482352941176471,28,0.017056686002396154,0.28571428571428564,26.666666666666668,21.9673202614379,-21.907177350581083,-0.11180124223602464,4.699346405228766,0.010459636670751244,3.058252427184466
251,DEN,2024_09_DEN_BAL,0,225,122,1,0.4,0.0434782608695652,68,20.7368421052632,-0.119890040893492,-0.199008774911114,-0.110783348072738,0.364705882352941,10,0.02622552909705249,0.272256728778468,24.666666666666668,23.86928104575163,-23.989171086645122,-0.22877846790890283,0.797385620915037,-0.005212610473630085,1.829268292682927
282,DEN,2024_10_DEN_KC,0,215,78,0,0.5,0.111111111111111,25,20.1,-0.0135063807968677,0.240510895819241,-0.160451856187275,0.438356164383562,14,0.0023830937399691534,0.12008281573498975,23.666666666666668,24.892672858617132,-24.906179239414,-0.008971704623878751,-1.2260061919504643,-0.001500708977429743,2.721518987341772
305,DEN,2024_11_ATL_DEN,1,307,105,0,0.5,0.222222222222222,57,23.8823529411765,0.293851287435426,0.668276713696388,-0.0034493811488993,0.56,38,-0.02441783694451344,0.1095008051529791,17.333333333333332,23.886790505675965,-23.592939218240538,0.1127214170692429,-6.5534571723426325,0.06530028609676126,2.8962264150943398
338,DEN,2024_12_DEN_LV,0,273,63,0,0.375,0.142857142857143,42,25.1176470588235,0.0859174388885854,0.193896030802019,-0.263693792687049,0.470588235294118,26,0.05348495524835536,0.1256038647342994,20.666666666666668,21.573065015479898,-21.487147576591312,0.01725327812284358,-0.9063983488132301,0.012273919841226496,4.265625
363,DEN,2024_13_CLE_DEN,1,294,106,2,0.461538461538462,0.1,57,25.5882352941176,0.0893467382095068,0.094224838800806,0.032019723472331,0.517647058823529,41,0.1220874485090478,0.1587301587301587,26.0,23.03333333333333,-22.943986595123825,-0.05873015873015869,2.9666666666666686,0.00893467382095068,2.7476635514018692
430,DEN,2024_15_IND_DEN,1,130,72,3,0.333333333333333,0.375,34,24.8823529411765,-0.192703585625055,-0.436047358905387,-0.142005582143611,0.395061728395062,31,0.15637182151117265,0.15502645502645504,35.0,24.8627450980392,-25.055448683664252,0.21997354497354496,10.137254901960802,-0.07226384460939562,1.7808219178082192
452,DEN,2024_16_DEN_LAC,0,263,110,0,0.384615384615385,0.272727272727273,38,17.6666666666667,0.146208078587015,0.169712777739726,0.241061629868844,0.5,24,-0.005813136175654339,0.20595238095238103,32.666666666666664,25.19607843137253,-25.049870352785515,0.06677489177489196,7.470588235294134,0.0398749305237314,2.369369369369369
491,DEN,2024_17_DEN_CIN,0,219,123,1,0.333333333333333,0.111111111111111,5,24.4117647058824,0.116942517613782,0.287772287777386,0.0297791282711033,0.472972972972973,24,0.014283743723822198,0.24924242424242435,32.0,22.7124183006536,-22.595475783039817,-0.13813131313131335,9.2875816993464,0.012993613068197985,1.7661290322580645
526,DEN,2024_18_KC_DEN,1,321,158,0,0.666666666666667,0.181818181818182,35,20.1,0.322285153204037,0.895094132207177,0.076066180593833,0.576470588235294,38,0.0234823368585806,0.25294612794612803,26.333333333333332,22.32026143790854,-21.9979762847045,-0.07112794612794604,4.013071895424794,0.05859730058255224,2.018867924528302
545,DEN,2024_19_DEN_BUF,0,159,79,0,0.2,0.0,10,21.3,-0.124945120448125,-0.157872455665592,-0.0777194590396796,0.491228070175439,7,0.19514524980161127,0.1885521885521887,28.666666666666668,20.7261437908497,-20.851088911297825,-0.1885521885521887,7.940522875816967,-0.0,1.9875
16,DET,2024_01_LA_DET,1,217,163,1,0.461538461538462,0.105263157894737,40,21.8947368421053,0.0945644867115612,-0.160281880278835,0.363252142712759,0.558441558441558,20,0.21961383540890939,0.14646464646464655,31.0,22.2558823529412,-22.161317866229638,-0.041201488569909545,8.7441176470588,0.009954156495953825,1.3231707317073171
62,DET,2024_02_TB_DET,1,324,139,2,0.388888888888889,0.0384615384615385,45,21.6666666666667,-0.0832453746121526,-0.182064304427314,0.15987989929703,0.459183673469388,16,0.208424819957799,0.14354066985645955,29.0,20.99736842105265,-21.0806137956648,-0.10507913139492106,8.002631578947351,-0.003201745177390488,2.3142857142857145
73,DET,2024_03_DET_ARI,0,199,187,1,0.428571428571429,0.25,30,21.4705882352941,-0.0075119433032396,0.234766091897618,-0.0710658694435728,0.542168674698795,20,0.005659556049704188,0.0718623481781378,18.0,21.780701754386,-21.78821369768924,0.1781376518218622,-3.7807017543860013,-0.0018779858258099,1.0585106382978724
122,DET,2024_04_SEA_DET,1,299,116,0,0.5,0.238095238095238,57,21.2352941176471,0.336738788859125,0.891932886318748,0.0902894569198208,0.582089552238806,42,0.0012690562653895922,0.13124156545209187,18.666666666666668,21.677330581355367,-21.34059179249624,0.10685367264314613,-3.010663914688699,0.08017590210931544,2.5555555555555554
167,DET,2024_06_DET_DAL,0,334,184,0,0.333333333333333,0.142857142857143,55,27.2941176470588,0.308222789953422,0.54019432119892,0.227199034038623,0.518072289156627,47,0.08199382364791086,0.17551892551892553,26.0,21.4575163398693,-21.14929354991588,-0.032661782661782546,4.542483660130699,0.04403182713620318,1.8054054054054054
192,DET,2024_07_DET_MIN,0,280,144,1,0.4,0.142857142857143,49,19.3333333333333,0.0433266975527884,0.514410232416563,-0.313898783205077,0.48051948051948,28,0.2124832118364357,0.21031746031746038,36.333333333333336,23.333333333333332,-23.290006635780543,-0.06746031746031739,13.000000000000004,0.00618952822182692,1.9310344827586208
244,DET,2024_08_TEN_DET,1,94,164,0,0.4,0.227272727272727,15,27.0,0.182178505432819,-0.190340093832175,0.231739995125584,0.578125,52,0.22942942545511172,0.17460317460317468,39.0,22.620915032679733,-22.438736527246913,0.05266955266955231,16.379084967320267,0.04140420578018608,0.5696969696969697
252,DET,2024_09_DET_GB,0,145,124,0,0.357142857142857,0.0952380952380952,22,19.2777777777778,0.110883411899207,0.258390458192234,0.0221387805007719,0.514285714285714,24,0.1779093309796764,0.17099567099567103,42.333333333333336,24.5424836601307,-24.431600248231494,-0.07575757575757583,17.790849673202636,0.010560324942781616,1.16
284,DET,2024_10_DET_HOU,0,240,105,5,0.5,0.375,15,20.8421052631579,-0.079450077614483,-0.0622940435922642,-0.169269012076526,0.45,23,0.11212953829493806,0.1551226551226551,34.666666666666664,21.870370370370367,-21.949820447984848,0.2198773448773449,12.796296296296298,-0.029793779105431125,2.2641509433962264
318,DET,2024_11_JAX_DET,1,449,196,0,0.6,0.227272727272727,50,25.0,0.454120679774995,1.10908357672521,0.134337539335985,0.685393258426966,52,0.07120394657251426,0.23250360750360743,33.0,22.373294346978568,-21.919173667203573,-0.005230880230880447,10.626705653021432,0.10320924540340783,2.279187817258883
340,DET,2024_12_DET_IND,0,269,137,0,0.6,0.1875,32,24.8823529411765,0.116103420442016,0.238747961325753,0.0497717088437639,0.534883720930233,24,0.16185133801990625,0.23250360750360743,33.0,21.7066276803119,-21.590524259869884,-0.045003607503607435,11.2933723196881,0.021769391332878002,1.9492753623188406
361,DET,2024_13_CHI_DET,1,221,194,1,0.428571428571429,0.0869565217391304,75,20.8823529411765,0.0586946263057039,0.027888730014787,0.124205061356241,0.506024096385542,23,0.16359134086750923,0.2632575757575757,33.0,23.5748194014448,-23.516124775139094,-0.17630105401844529,9.425180598555201,0.005103880548322077,1.1333333333333333
402,DET,2024_14_GB_DET,1,283,111,1,0.5,0.16,59,19.2777777777778,0.0768729357193372,0.282109469073546,-0.211477675358596,0.542553191489362,31,0.20963957550757154,0.1672430830039525,33.0,23.588235294117666,-23.51136235839833,-0.0072430830039524885,9.411764705882334,0.012299669715093954,2.5267857142857144
421,DET,2024_15_BUF_DET,1,494,48,1,0.461538461538462,0.227272727272727,43,21.3,0.184795831149085,0.360040654699342,-0.151576341929225,0.551020408163265,41,0.08389032748901896,0.14481884057971017,26.0,21.680827886710265,-21.49603205556118,0.08245388669301681,4.319172113289735,0.0419990525338829,10.081632653061224
455,DET,2024_16_DET_CHI,0,336,146,0,0.466666666666667,0.08,45,20.8823529411765,0.283173475404355,0.469414645769275,0.16769957883122,0.5875,34,0.10678779772470863,0.15807641633728584,31.666666666666668,20.486710239651433,-20.20353676424708,-0.07807641633728583,11.179956427015235,0.0226538780323484,2.2857142857142856
492,DET,2024_17_DET_SF,0,303,152,0,0.642857142857143,0.15,15,25.0,0.339220351824832,0.592462387979716,0.130702656713159,0.566265060240964,40,0.18161408075759233,0.1557575757575757,35.333333333333336,20.486710239651433,-20.1474898878266,-0.005757575757575711,14.846623093681902,0.0508830527737248,1.9803921568627452
532,DET,2024_18_MIN_DET,1,231,178,2,0.384615384615385,0.214285714285714,31,19.3333333333333,0.0368237837670179,0.0453759161423827,-0.0196914807592909,0.524390243902439,31,0.26906321945942396,0.15242424242424238,38.333333333333336,22.394117647058835,-22.357293863291815,0.06186147186147162,15.939215686274501,0.00789081080721811,1.2905027932960893
562,DET,2024_20_WAS_DET,1,336,201,5,0.4,0.142857142857143,25,24.5,0.0605019119336271,-0.159281805254674,0.503885228897525,0.576470588235294,31,0.2197392036654016,0.14809523809523803,35.0,21.73856209150327,-21.67806017956964,-0.005238095238095042,13.261437908496731,0.00864313027623245,1.6633663366336633
10,GB,2024_01_GB_PHI,0,260,163,1,0.357142857142857,0.037037037037037,102,17.6190476190476,0.0915969554592705,0.0641535480293977,0.381395836489741,0.470588235294118,29,0.18802206779592487,0.18214285714285705,35.5,22.166666666666654,-22.075069711207384,-0.14510582010582004,13.333333333333346,0.0033924798318248303,1.5853658536585367
42,GB,2024_02_IND_GB,1,122,261,1,0.555555555555556,0.125,35,24.8823529411765,0.000951222588972,0.641913847318096,-0.17219425082425,0.402439024390244,16,0.0642103696131441,0.12566137566137556,30.0,18.47619047619045,-18.475239253601476,-0.0006613756613755573,11.52380952380955,0.0001189028236215,0.46564885496183206
74,GB,2024_03_GB_TEN,0,202,188,0,0.357142857142857,0.0769230769230769,60,27.0,0.063261806831926,0.16003554626406,0.0899405183515989,0.4125,30,0.04627408902412115,0.08101851851851857,22.5,21.25070028011205,-21.187438473280125,-0.004095441595441673,1.2492997198879507,0.004866292833225076,1.0687830687830688
112,GB,2024_04_MIN_GB,1,389,86,5,0.333333333333333,0.235294117647059,59,19.3333333333333,-0.0741497730005995,-0.161053586893052,-0.0150957313997328,0.467391304347826,28,0.05193666162672276,0.07965337132003801,25.0,23.1671335200747,-23.2412832930753,0.15564074632702096,1.8328664799253005,-0.017447005411905775,4.471264367816092
140,GB,2024_05_GB_LA,0,224,126,1,0.3,0.222222222222222,40,21.8947368421053,0.0066157089246227,-0.0267534875369706,0.0643439004738216,0.441558441558442,24,-0.0033122478599005717,0.145739064856712,24.666666666666668,23.73856209150327,-23.731946382578645,0.07648315736550998,0.928104575163399,0.0014701575388050428,1.763779527559055
157,GB,2024_06_ARI_GB,1,258,179,1,0.533333333333333,0.176470588235294,55,21.4705882352941,0.160974983823787,0.464208034716917,0.128071133537257,0.550561797752809,34,-0.0014240857480170047,0.17814647226411937,27.333333333333332,22.742690058479536,-22.581715074655747,-0.0016758840288253751,4.590643274853797,0.028407350086550626,1.4333333333333333
194,GB,2024_07_HOU_GB,1,220,82,2,0.4,0.2,70,20.8421052631579,0.0311208537419957,-0.0172671643371724,-0.187919822760159,0.493150684931507,21,0.03114697324926999,0.21132897603485837,28.666666666666668,20.899552803577567,-20.86843194983557,-0.011328976034858357,7.767113863089101,0.006224170748399141,2.6506024096385543
228,GB,2024_08_GB_JAX,0,252,170,1,0.333333333333333,0.0952380952380952,51,25.0,0.132928777632441,0.21529848192078,0.0274143408783452,0.49438202247191,27,0.0662371821634684,0.1995642701525054,26.333333333333332,21.402476780185765,-21.269548002553325,-0.10432617491441021,4.930856553147567,0.012659883584041994,1.4736842105263157
253,GB,2024_09_DET_GB,1,273,138,1,0.307692307692308,0.0625,81,21.0555555555556,-0.0558503147427457,-0.0770319060931722,0.0909363123935506,0.475,12,0.10834153839940781,0.15723622782446312,27.333333333333332,22.437564499484,-22.493414814226746,-0.09473622782446312,4.895768833849331,-0.0034906446714216065,1.9640287769784173
313,GB,2024_11_GB_CHI,0,261,106,1,0.2,0.2,15,20.8823529411765,0.266989017077161,0.726430307087462,-0.0646669290732779,0.545454545454545,20,0.036066438877230246,0.11924603174603177,20.0,22.299220272904495,-22.032231255827334,0.08075396825396824,-2.2992202729044955,0.0533978034154322,2.439252336448598
352,GB,2024_12_SF_GB,1,163,169,0,0.466666666666667,0.2,72,25.0,0.146258882652873,0.265250581571214,0.0418398210624997,0.546511627906977,38,0.11468915998895202,0.11924603174603178,19.666666666666668,22.312636165577363,-22.16637728292449,0.08075396825396823,-2.645969498910695,0.029251776530574605,0.9588235294117647
374,GB,2024_13_MIA_GB,1,274,114,1,0.454545454545455,0.142857142857143,34,20.7647058823529,0.286250754397793,0.452405687081015,-0.059365652467325,0.528571428571429,30,0.11913252832909603,0.15416666666666673,23.333333333333332,22.312636165577363,-22.026385411179568,-0.011309523809523742,1.0206971677559693,0.040892964913970466,2.382608695652174
403,GB,2024_14_GB_DET,0,206,99,1,0.428571428571429,0.173913043478261,56,21.0555555555556,0.118657958881141,0.0824879806937782,0.176973834847846,0.507462686567164,28,0.23316621804260892,0.18095238095238106,29.333333333333332,22.215686274509796,-22.097028315628656,-0.007039337474120055,7.117647058823536,0.02063616676193758,2.06
428,GB,2024_15_GB_SEA,0,229,140,1,0.428571428571429,0.111111111111111,105,21.2352941176471,0.0883567548526319,0.399344691563789,-0.196147550597636,0.5375,30,0.18372253197726893,0.17225672877846807,32.0,22.273420479302832,-22.1850637244502,-0.06114561766735707,9.726579520697168,0.00981741720584798,1.624113475177305
466,GB,2024_16_NO_GB,1,216,188,0,0.4,0.266666666666667,30,23.1176470588235,0.255415725292488,0.203035342919304,0.31331462713078,0.524390243902439,34,0.1644218227105219,0.14262709914883837,29.333333333333332,21.018518518518533,-20.763102793226047,0.12403956751782863,8.314814814814799,0.06811086007799688,1.1428571428571428
494,GB,2024_17_GB_MIN,0,185,104,1,0.533333333333333,0.157894736842105,51,19.3333333333333,-0.0338963895438599,0.022190431859371,-0.102764799131061,0.513157894736842,24,0.15414347967542022,0.18389694041867974,30.666666666666668,21.802832244008737,-21.836728633552596,-0.026002203576574734,8.86383442265793,-0.005352061506925239,1.7619047619047619
517,GB,2024_18_CHI_GB,1,205,183,2,0.3,0.125,35,20.8823529411765,-0.171700718261175,-0.191735733689367,-0.0304199559534662,0.454545454545455,19,0.10329203020041992,0.1785575048732944,29.333333333333332,21.228758169934633,-21.400458888195807,-0.05355750487329439,8.1045751633987,-0.021462589782646875,1.1141304347826086
546,GB,2024_19_GB_PHI,0,212,107,4,0.571428571428571,0.0909090909090909,79,17.6190476190476,-0.194391285866989,-0.157402155114355,0.0463529925254988,0.428571428571429,10,0.016606205829150966,0.18318713450292404,25.666666666666668,21.1111111111111,-21.30550239697809,-0.09227804359383314,4.555555555555568,-0.01767193507881718,1.962962962962963
12,HOU,2024_01_HOU_IND,0,234,213,0,0.444444444444444,0.2,40,24.8823529411765,0.13033609773944,0.208547138786469,0.0781579943823819,0.521276595744681,29,-0.10279855390251756,0.1414473684210526,21.5,20.1078431372549,-19.97750703951546,0.05855263157894741,1.3921568627451002,0.026067219547888,1.0934579439252337
37,HOU,2024_02_CHI_HOU,1,260,75,1,0.25,0.0,65,20.8823529411765,-0.0628612493909855,0.0412527210273505,-0.504268946774703,0.4,19,-0.020682310260867615,0.1625000000000001,24.0,22.8823529411765,-22.945214190567484,-0.1625000000000001,1.1176470588235006,-0.0,3.4210526315789473
76,HOU,2024_03_HOU_MIN,0,307,38,2,0.2,0.111111111111111,50,19.3333333333333,-0.264998174475154,-0.152456309559729,-0.446079076750071,0.341176470588235,7,0.033737424174227135,0.10000000000000009,24.0,22.8823529411765,-23.147351115651652,0.011111111111110905,1.1176470588235006,-0.029444241608350415,7.871794871794871
106,HOU,2024_04_JAX_HOU,1,345,101,0,0.571428571428571,0.15,80,25.0,0.0983761694609894,0.340609236544171,-0.13972971648036,0.483516483516484,23,-0.0658411087088999,0.10370370370370373,18.333333333333332,21.699346405228766,-21.600970235767775,0.046296296296296266,-3.366013071895434,0.014756425419148409,3.3823529411764706
133,HOU,2024_05_BUF_HOU,1,331,94,2,0.470588235294118,0.25,45,21.3,-0.0270048150572287,0.159648918086863,-0.361080321749406,0.44047619047619,20,-0.07649441813505012,0.08703703703703707,16.333333333333332,21.73856209150327,-21.765566906560498,0.16296296296296292,-5.405228758169937,-0.006751203764307175,3.4842105263157896
168,HOU,2024_06_HOU_NE,0,192,192,1,0.4,0.235294117647059,50,23.8235294117647,0.117183752514011,0.0545807564686086,0.192388508759905,0.451219512195122,41,-0.06454227335713118,0.1703703703703704,16.666666666666668,21.877777777777766,-21.760594025263753,0.06492374727668859,-5.211111111111098,0.02757264765035555,0.9948186528497409
195,HOU,2024_07_HOU_GB,0,86,142,1,0.266666666666667,0.111111111111111,40,19.2777777777778,0.040083610377934,-0.454540622222224,0.0356404063407417,0.481012658227848,19,0.06285170230592384,0.21176470588235305,28.0,23.37450980392157,-23.334426193543635,-0.10065359477124206,4.625490196078431,0.004453734486437107,0.6013986013986014
230,HOU,2024_08_IND_HOU,1,285,96,1,0.357142857142857,0.142857142857143,32,24.8823529411765,-0.0184589253404904,0.141120704438748,-0.35256456174679,0.460674157303371,23,0.04342084927823869,0.19880174291939004,26.666666666666668,21.467102396514168,-21.485561321854657,-0.05594460006224705,5.1995642701525,-0.002636989334355774,2.9381443298969074
254,HOU,2024_09_HOU_NYJ,0,191,187,1,0.31578947368421,0.0476190476190476,108,23.0588235294118,0.0115980637160271,-0.363174184371672,0.245436082543373,0.410526315789474,10,0.04626947918381813,0.16308745720510437,27.666666666666668,22.661220043573,-22.649621979856974,-0.11546840958605677,5.005446623093668,0.0005522887483822426,1.0159574468085106
285,HOU,2024_10_DET_HOU,1,232,56,2,0.4,0.105263157894737,76,21.0555555555556,-0.125774890960132,-0.158769157912207,-0.31619356144212,0.423529411764706,23,0.011074249584490159,0.10052910052910059,17.333333333333332,22.4063180827887,-22.53209297374883,0.00473405736563641,-5.072984749455369,-0.013239462206329704,4.0701754385964914
315,HOU,2024_11_HOU_DAL,0,257,141,1,0.307692307692308,0.0769230769230769,55,27.2941176470588,0.111233984298467,0.183371769929251,0.20848935436341,0.4625,33,-0.04421191752819851,0.09857978279030925,18.666666666666668,22.9989106753813,-22.887676691082834,-0.021656705867232354,-4.332244008714632,0.008556460330651305,1.8098591549295775
356,HOU,2024_12_TEN_HOU,1,247,40,3,0.266666666666667,0.133333333333333,49,27.0,-0.101121245960135,-0.172038321721615,-0.346601405790459,0.407894736842105,27,-0.000980947648546046,0.07660176081228721,22.0,23.802832244008737,-23.903953489968874,0.056731572521045784,-1.8028322440087372,-0.013482832794684632,6.024390243902439
364,HOU,2024_13_HOU_JAX,0,242,108,0,0.428571428571429,0.0909090909090909,14,25.0,0.0885115017896678,0.0786165057509691,0.0647203844246168,0.461538461538462,23,-0.03855405087393341,0.10517318938371568,27.666666666666668,25.116557734204804,-25.028046232415136,-0.014264098474624787,2.550108932461864,0.008046500162697071,2.220183486238532
436,HOU,2024_15_MIA_HOU,1,131,77,1,0.357142857142857,0.181818181818182,20,20.7647058823529,-0.113383631551754,-0.222940996006903,-0.147384425936787,0.461538461538462,20,0.032874746709333186,0.10038850038850032,27.666666666666668,26.431372549019603,-26.54475618057136,0.08142968142968167,1.235294117647065,-0.020615205736682567,1.6794871794871795
